business_id,business_name,review_year,platform,review_count,avg_rating,negative_review_count,pct_negative
B026,High-End Labels,2011,Yelp,1,4.0,0,0.0
B026,High-End Labels,2012,Yelp,2,3.0,1,0.5
B026,High-End Labels,2013,Yelp,4,4.5,1,0.25
B026,High-End Labels,2014,Yelp,7,4.428571429,1,0.142857143
B026,High-End Labels,2015,Yelp,4,5.0,0,0.0
B026,High-End Labels,2016,Yelp,3,4.0,1,0.333333333
B026,High-End Labels,2017,Yelp,6,5.0,0,0.0
B026,High-End Labels,2018,Yelp,3,5.0,0,0.0
B026,High-End Labels,2019,Yelp,2,5.0,0,0.0
B026,High-End Labels,2020,Yelp,2,4.5,0,0.0
B026,High-End Labels,2021,Yelp,1,5.0,0,0.0
B026,High-End Labels,2022,Yelp,6,3.666666667,2,0.333333333
B026,High-End Labels,2023,Yelp,3,3.666666667,1,0.333333333
B026,High-End Labels,2024,Yelp,21,4.761904762,1,0.047619048
B026,High-End Labels,2025,Yelp,48,4.0625,10,0.208333333
B026,Business 21,2014,Google,1,5.0,0,0.0
